datetime,open,high,low,close,volume,EMA_20,EMA_50,RSI_14,ATR,trade_type,signals
2018-02-07 05:30:00,7655.02,8476.0,7150.01,7599.0,60778.460497,9902.517542129177,11538.191448696924,30.976542330995457,1232.6085714285714,HOLD,0
2018-02-08 05:30:00,7599.0,7844.0,7572.09,7784.02,1521.537318,9700.755871450208,11390.969038944104,32.630657357958384,1191.7564285714286,HOLD,0
2018-02-09 05:30:00,7789.9,8738.0,7789.9,8683.92,20482.910825,9603.914359883522,11284.810253103158,40.14405764522401,1164.7657142857142,HOLD,0
2018-02-10 05:30:00,8683.93,9065.78,8120.0,8533.98,49381.512653,9502.015849418425,11176.934556903036,39.35647106855812,1174.6564285714287,HOLD,0
2018-02-11 05:30:00,8533.99,8549.0,7726.53,8063.88,45025.187952,9365.050530426195,11054.853986044092,36.91138153569919,1173.69,HOLD,0
2018-02-12 05:30:00,8063.82,8989.0,8053.0,8903.0,41987.85049,9321.045718004652,10970.467555218835,43.64196844983987,1180.8707142857143,HOLD,0
2018-02-13 05:30:00,8903.0,8950.0,8351.0,8539.9,35454.972956,9246.650887718495,10875.15118050437,41.57505808024282,1123.055,HOLD,0
2018-02-14 05:30:00,8535.17,9489.6,8533.0,9449.99,40811.952867,9266.01651745959,10819.262506759102,48.19740064302333,1139.537142857143,HOLD,0
2018-02-15 05:30:00,9449.98,10219.5,9301.5,10000.09,52427.596715,9335.928277701532,10787.138094729333,51.75691241855175,1091.965,HOLD,0
2018-02-16 05:30:00,10000.89,10323.37,9666.0,10159.98,38161.205974,9414.409394110911,10762.54365964191,52.772684982169096,1050.3500000000001,HOLD,0
2018-02-17 05:30:00,10156.07,11075.07,10050.0,11039.55,41882.108407,9569.184689909873,10773.406653381442,58.01034686634816,1034.7114285714285,HOLD,0
2018-02-18 05:30:00,11039.55,11274.0,10080.0,10383.43,61137.380728,9646.731862299408,10758.113451288053,53.264842250760935,1017.2828571428571,HOLD,0
2018-02-19 05:30:00,10375.01,11250.0,10270.33,11153.0,40831.417131,9790.185970651844,10773.599198296366,57.641723422505486,961.702142857143,HOLD,0
2018-02-20 05:30:00,11147.11,11786.01,11100.59,11200.99,48153.354288,9924.548259161194,10790.359621892587,57.90646596558611,876.5185714285716,HOLD,0
2018-02-21 05:30:00,11195.07,11304.03,10200.0,10437.6,68113.818754,9973.41032971727,10776.525911230134,52.3060791876922,860.6642857142859,HOLD,0
2018-02-22 05:30:00,10439.02,10933.44,9679.0,9811.04,67060.166483,9957.946488791815,10738.663718632873,48.186811339343464,930.8450000000001,HOLD,0
2018-02-23 05:30:00,9815.55,10435.0,9570.19,10131.04,57202.70237,9974.431585097356,10714.835337510016,50.33793147683318,924.4757142857145,HOLD,0
2018-02-24 05:30:00,10131.04,10496.97,9352.0,9694.51,40888.156299,9947.772386516655,10674.82257917629,47.44421227275763,938.7035714285715,HOLD,0
2018-02-25 05:30:00,9694.51,9847.0,9274.8,9590.0,28373.517586,9913.698825896023,10632.28051724781,46.75129230403062,920.827142857143,HOLD,0
2018-02-26 05:30:00,9590.0,10444.32,9350.0,10324.0,34878.292756,9952.77512819164,10620.191085198876,52.04825757016471,932.1357142857144,HOLD,0
2018-02-27 05:30:00,10321.0,10870.0,10121.0,10569.04,30705.385123,10011.467020744818,10618.185160289117,53.70397920848099,942.8500000000001,HOLD,0
2018-02-28 05:30:00,10584.33,11098.0,10300.0,10326.76,30800.983782,10041.494923531027,10606.756722630722,51.7995104549084,931.5214285714288,HOLD,0
2018-03-01 05:30:00,10325.64,11060.41,10240.0,10920.0,25092.55393,10125.162073670928,10619.040772723634,55.921368517411466,924.5507142857144,HOLD,0
2018-03-02 05:30:00,10923.36,11200.0,10770.0,11039.0,23910.71009,10212.194257130841,10635.509762028589,56.72087370644853,908.3100000000001,HOLD,0
2018-03-03 05:30:00,11038.99,11544.0,11015.01,11464.48,21287.15328,10331.459565975523,10668.018398811782,59.54620467455042,872.8757142857141,HOLD,0
2018-03-04 05:30:00,11464.47,11565.0,11050.02,11515.0,17295.918653,10444.177702549283,10701.233363564263,59.881099733008405,824.3742857142855,HOLD,0
2018-03-05 05:30:00,11515.0,11710.0,11415.01,11454.0,15144.231063,10540.351254687446,10730.753623816645,59.24336457770851,775.4685714285715,HOLD,0
2018-03-06 05:30:00,11455.0,11455.0,10555.48,10716.48,29515.572363,10557.12542090769,10730.19387386305,52.028611431513376,790.7614285714286,HOLD,0
2018-03-07 05:30:00,10716.48,10899.0,9389.31,9910.0,50647.67108,10495.49442844029,10698.029408221362,45.50293344505001,819.7371428571429,HOLD,0
2018-03-08 05:30:00,9910.0,10099.0,9060.0,9271.64,41109.473226,10378.936863826928,10642.09256868327,41.10787020564217,804.3485714285713,HOLD,0
2018-03-09 05:30:00,9267.07,9410.0,8329.0,9227.0,64112.291407,10269.228591081506,10586.598742460397,40.81101387122749,819.7907142857142,HOLD,0
2018-03-10 05:30:00,9230.0,9490.0,8667.07,8770.22,37180.012857,10126.465868121362,10515.368203540382,37.80277317689145,796.7878571428571,HOLD,0
2018-03-11 05:30:00,8770.22,9740.0,8450.0,9533.57,44325.973386,10069.999594966946,10476.866313205464,45.087417910807915,848.0592857142856,HOLD,0
2018-03-12 05:30:00,9533.57,9888.88,8780.0,9131.34,42230.77793,9980.603443065333,10424.100575432702,42.27757005198363,849.0992857142857,HOLD,0
2018-03-13 05:30:00,9131.34,9474.0,8823.0,9150.0,40191.409358,9901.498353249586,10374.13584698436,42.456731198640185,842.0992857142857,HOLD,0
2018-03-14 05:30:00,9151.92,9333.78,7900.28,8170.0,49708.094108,9736.593748178198,10287.69914710262,36.11651354184749,887.4921428571428,HOLD,0
2018-03-15 05:30:00,8184.01,8430.0,7650.0,8240.98,52291.022277,9594.1543435898,10207.435651137812,36.85206216775899,884.6057142857143,HOLD,0
2018-03-16 05:30:00,8240.98,8611.64,7900.0,8260.0,38815.409893,9467.092025152675,10131.065625602996,37.0611845629514,904.722857142857,HOLD,0
2018-03-17 05:30:00,8260.0,8348.62,7721.99,7824.8,33110.206329,9310.68326085242,10040.623836363662,34.26506350498855,911.697142857143,HOLD,0
2018-03-18 05:30:00,7824.01,8317.4,7322.0,8189.99,59488.231711,9203.950569342665,9968.049960427832,38.46075467155728,946.0128571428573,HOLD,0
2018-03-19 05:30:00,8189.0,8705.23,8088.4,8600.0,55297.084942,9146.431467500506,9914.40094237184,42.86969352145811,969.0014285714287,HOLD,0
2018-03-20 05:30:00,8595.01,9050.0,8280.0,8909.98,44865.105835,9123.912280119504,9875.011885808239,46.01853285264345,959.75,HOLD,0
2018-03-21 05:30:00,8909.96,9177.01,8750.6,8885.0,39972.405371,9101.158729631934,9836.187890286346,45.79946040911196,882.3728571428572,HOLD,0
2018-03-22 05:30:00,8884.82,9100.0,8465.1,8722.9,40617.556809,9065.134088714607,9792.529541647667,44.32484925270589,853.5085714285715,HOLD,0
2018-03-23 05:30:00,8720.0,8909.0,8269.0,8898.03,39991.007666,9049.21941359893,9757.451128249719,46.335186835835124,822.0085714285714,HOLD,0
2018-03-24 05:30:00,8898.04,8999.95,8491.0,8546.86,35466.609572,9001.375659922842,9709.976966357573,42.983589664703814,799.5814285714285,HOLD,0
2018-03-25 05:30:00,8531.25,8669.85,8365.77,8470.15,29001.769316,8950.78273993019,9661.356301010219,42.264413961649296,729.1585714285713,HOLD,0
2018-03-26 05:30:00,8470.14,8514.89,7831.0,8134.23,44033.59566,8873.01581231779,9601.46899508825,39.17345813297579,698.8021428571428,HOLD,0
2018-03-27 05:30:00,8134.22,8215.94,7730.0,7795.51,37427.64805,8770.396211144667,9530.64707371224,36.29134715556568,687.0121428571429,HOLD,0
2018-03-28 05:30:00,7795.51,8109.0,7728.0,7949.3,26401.33167,8692.196571988032,9468.633462978427,38.503627822083146,611.8335714285714,HOLD,0
2018-03-29 05:30:00,7949.3,7975.0,6941.11,7090.14,54620.915125,8539.619755608219,9375.359209528293,31.849703822872684,629.9685714285715,HOLD,0
2018-03-30 05:30:00,7090.16,7292.43,6600.1,6840.23,65306.031976,8377.773112216959,9275.942377782087,30.214092857586564,628.5892857142857,HOLD,0
2018-03-31 05:30:00,6840.24,7223.36,6777.0,6923.91,36868.539087,8239.309958672486,9183.705813947494,31.482901990938316,615.7128571428572,HOLD,0
2018-04-01 05:30:00,6922.0,7049.98,6430.0,6813.01,44071.430463,8103.471867370345,9090.737350655436,30.686610550124087,588.8971428571429,HOLD,0
2018-04-02 05:30:00,6813.01,7125.0,6765.0,7056.0,32123.560072,8003.7126419065025,9010.943729061104,34.590348559876176,570.5521428571428,HOLD,0
2018-04-03 05:30:00,7063.97,7520.0,7011.01,7405.21,37787.331811,7946.712390296359,8947.973778901844,39.83470866348426,551.9085714285713,HOLD,0
2018-04-04 05:30:00,7405.21,7427.52,6707.0,6796.1,42227.183804,7837.130257887183,8863.586571886086,34.620611230356815,572.9164285714286,HOLD,0
2018-04-05 05:30:00,6796.1,6902.0,6566.69,6770.76,39029.73146,7735.571185707451,8781.514941616044,34.41877068252158,551.5171428571429,HOLD,0
2018-04-06 05:30:00,6770.0,6850.0,6500.0,6601.39,27455.01192,7627.553929925789,8696.019845866394,33.032556211597864,530.8028571428572,HOLD,0
2018-04-07 05:30:00,6601.39,7070.0,6586.28,6895.8,32269.578267,7557.863079456666,8625.42298916575,37.727517400286295,529.0007142857143,HOLD,0
2018-04-08 05:30:00,6895.81,7109.13,6880.0,7018.0,21427.673165,7506.447548079841,8562.386793512193,39.619716216847316,523.6471428571429,HOLD,0
2018-04-09 05:30:00,7011.04,7185.0,6611.0,6782.72,34078.297206,7437.52111492938,8492.595938864655,37.27145999974838,515.7978571428572,HOLD,0
2018-04-10 05:30:00,6781.55,6890.0,6656.0,6843.9,22326.728095,7380.985770650392,8427.941196164082,38.29560016153874,497.8021428571429,HOLD,0
2018-04-11 05:30:00,6839.56,6990.0,6787.0,6953.79,23997.871177,7340.300459159878,8370.131345334119,40.18463665173553,485.08785714285716,HOLD,0
2018-04-12 05:30:00,6953.78,8012.23,6743.2,7923.0,64861.595987,7395.795653525604,8352.596782771996,53.65961914959487,501.88357142857143,HOLD,0
2018-04-13 05:30:00,7922.99,8233.39,7732.0,7877.41,55044.523148,7441.663686523166,8333.962006977015,53.054178676948666,488.24499999999995,HOLD,0
2018-04-14 05:30:00,7877.48,8186.0,7810.0,7999.01,31621.286357,7494.744287806674,8320.826634154388,54.52790714436696,483.2192857142857,HOLD,0
2018-04-15 05:30:00,8004.0,8429.54,7999.02,8355.0,27946.720444,7576.673403253657,8322.166766148333,58.6230401872185,469.68714285714293,HOLD,0
2018-04-16 05:30:00,8355.07,8419.0,7867.0,8064.92,36664.069715,7623.173079134262,8312.07865767193,54.32942743325508,483.40142857142865,HOLD,0
2018-04-17 05:30:00,8064.92,8173.7,7825.4,7885.02,32152.603567,7648.110881121475,8295.331259331853,51.795775596823745,471.9235714285715,HOLD,0
2018-04-18 05:30:00,7890.96,8236.43,7868.0,8173.0,26969.04457,7698.100321014668,8290.53395504433,55.38276663787233,446.7742857142858,HOLD,0
2018-04-19 05:30:00,8173.99,8296.0,8080.0,8278.0,27113.847464,7753.328861870414,8290.042427395532,56.649402939871386,438.2521428571429,HOLD,0
2018-04-20 05:30:00,8273.84,8930.0,8177.09,8856.98,39795.337485,7858.438494073232,8312.27527338002,62.903211149079674,467.0314285714286,HOLD,0
2018-04-21 05:30:00,8852.12,9035.0,8565.0,8915.31,40872.229909,7959.092923209114,8335.923694031786,63.47489256542747,466.0514285714286,HOLD,0
2018-04-22 05:30:00,8915.31,9020.67,8727.68,8787.02,29458.25348,8037.943120998722,8353.613745246226,61.23959384014768,470.61285714285714,HOLD,0
2018-04-23 05:30:00,8785.7,8985.0,8745.0,8934.01,25838.114709,8123.282823760749,8376.37438268755,62.8536883565855,446.7557142857143,HOLD,0
2018-04-24 05:30:00,8934.0,9731.01,8922.0,9619.99,46268.790106,8265.826364354964,8425.143622582156,69.28255086745824,487.82785714285717,HOLD,0
2018-04-25 05:30:00,9618.96,9759.82,8730.0,8869.99,81110.037589,8323.365758225918,8442.588578559327,57.55435693465085,546.8864285714286,HOLD,0
2018-04-26 05:30:00,8869.99,9307.48,8651.62,9266.0,43300.304245,8413.140447918688,8474.879222537393,61.28133797503797,503.08857142857136,HOLD,0
2018-04-27 05:30:00,9267.03,9395.0,8889.0,8915.35,37241.347036,8460.96992906929,8492.152586359456,56.54673090783999,503.4178571428571,HOLD,0
2018-04-28 05:30:00,8915.35,9427.48,8870.0,9348.0,34759.62842,8545.448983443643,8525.715230031634,60.59233985003605,516.3807142857142,LONG,1
2018-04-29 05:30:00,9348.0,9570.51,9163.74,9419.0,38149.850035,8628.644318353772,8560.74600532451,61.230251817535176,514.6835714285713,HOLD,0
2018-04-30 05:30:00,9417.04,9458.64,9124.99,9246.01,35002.033875,8687.441049939127,8587.619103154922,58.73549583214846,499.08714285714274,HOLD,0
2018-05-01 05:30:00,9246.01,9248.99,8800.49,9071.48,41018.463633,8724.016188040163,8606.594040286102,56.24558255857066,506.2442857142856,HOLD,0
2018-05-02 05:30:00,9071.48,9268.0,8970.2,9247.84,26123.543961,8773.904170131576,8631.740940667038,58.17503403980205,501.1992857142855,HOLD,0
2018-05-03 05:30:00,9247.81,9844.0,9168.4,9750.0,38768.388288,8866.865677738093,8675.594237111467,63.15692820752135,534.027857142857,HOLD,0
2018-05-04 05:30:00,9750.0,9830.04,9520.85,9713.99,28681.588879,8947.54418462018,8716.315639577684,62.58126440271642,502.3335714285713,HOLD,0
2018-05-05 05:30:00,9714.0,10020.0,9682.0,9864.0,24990.018345,9034.825690846828,8761.322869398167,64.05125134034228,492.90499999999986,HOLD,0
2018-05-06 05:30:00,9863.99,9970.0,9417.03,9659.01,27690.351559,9094.271815528082,8796.526286284514,60.55066775532224,511.47499999999985,HOLD,0
2018-05-07 05:30:00,9661.02,9689.67,9181.0,9365.0,33787.640012,9120.055452144454,8818.819373096887,55.83709956676724,530.6657142857141,HOLD,0
2018-05-08 05:30:00,9365.0,9475.7,9060.54,9187.56,25533.831889,9126.484456702126,8833.279789838185,53.14808833944568,502.53357142857124,HOLD,0
2018-05-09 05:30:00,9178.0,9390.0,8965.0,9310.0,25673.524899,9143.9621274924,8851.97470004061,54.7668505863289,459.3321428571427,HOLD,0
2018-05-10 05:30:00,9310.0,9395.12,8970.0,9002.2,25055.063718,9130.460972493123,8857.865888274313,50.08227966409868,442.8507142857143,HOLD,0
2018-05-11 05:30:00,9002.21,9016.8,8341.0,8400.0,48227.048061,9060.893260827112,8839.91036324395,42.43461052656558,454.97928571428565,CLOSE,-1
2018-05-12 05:30:00,8405.94,8646.88,8153.0,8465.94,40241.32081,9004.231045510245,8825.24485880301,43.4528469341765,450.4364285714285,HOLD,0
2018-05-13 05:30:00,8475.44,8763.36,8298.0,8679.71,25632.869362,8973.324279271174,8819.537609438186,46.74178915903017,454.6214285714285,HOLD,0
2018-05-14 05:30:00,8679.71,8879.99,8277.0,8663.34,37389.666533,8943.801966959632,8813.41221298963,46.518658479916866,473.85999999999996,HOLD,0
2018-05-15 05:30:00,8663.37,8859.99,8401.3,8462.0,28126.956136,8897.916065344429,8799.631341891998,43.75222538768692,474.5878571428571,HOLD,0
2018-05-16 05:30:00,8462.0,8488.0,8083.01,8330.0,31130.718908,8843.828821025912,8781.214426523684,41.9891977656646,482.2442857142857,HOLD,0
2018-05-17 05:30:00,8330.0,8464.0,7979.0,8041.46,25439.844799,8767.412742832968,8752.204449012952,38.35125908014101,468.63,HOLD,0
2018-05-18 05:30:00,8038.82,8273.21,7911.9,8239.81,23476.158251,8717.16486256316,8732.11054905166,42.06707438810027,472.35285714285703,SHORT,-1
2018-05-19 05:30:00,8238.01,8390.8,8095.73,8233.49,17193.424276,8671.100589938098,8712.556802030027,41.98024945046538,469.2864285714285,HOLD,0
2018-05-20 05:30:00,8233.49,8609.0,8163.9,8526.98,19957.057109,8657.374819467803,8705.279280381792,47.408712510157194,461.58142857142855,HOLD,0
2018-05-21 05:30:00,8526.97,8595.31,8305.0,8381.24,21516.596486,8631.076265232774,8692.57185762172,45.14966332813422,445.98428571428565,HOLD,0
2018-05-22 05:30:00,8386.89,8400.18,7935.11,7977.11,23710.902858,8568.793763782034,8664.514529871849,39.525341483689694,449.5492857142857,HOLD,0
2018-05-23 05:30:00,7977.12,8031.9,7425.0,7501.95,42910.666774,8467.189595802793,8618.923763994522,34.140327905969315,462.5421428571428,HOLD,0
2018-05-24 05:30:00,7501.95,7730.73,7266.99,7575.01,37845.446595,8382.22011048824,8577.98596932807,35.59333083376258,465.30071428571415,HOLD,0
2018-05-25 05:30:00,7578.99,7649.55,7308.15,7457.0,26739.95664,8294.10390948936,8534.025735236773,34.27785058271019,441.41499999999996,HOLD,0
2018-05-26 05:30:00,7456.99,7620.0,7300.0,7333.96,19464.086071,8202.661632395135,8486.96433385494,32.912063475809234,428.995,HOLD,0
2018-05-27 05:30:00,7334.0,7400.0,7231.11,7338.99,18706.945515,8120.4071912146455,8441.945732527296,33.02954215125861,407.81857142857143,HOLD,0
2018-05-28 05:30:00,7338.99,7437.0,7058.02,7099.0,27219.438963,8023.13031586087,8389.281193996814,30.303012320759663,391.8178571428571,HOLD,0
2018-05-29 05:30:00,7099.0,7540.0,7032.95,7461.29,39407.21183,7969.621714350311,8352.889382467529,38.54970074685543,395.2721428571428,HOLD,0
2018-05-30 05:30:00,7467.98,7569.0,7260.5,7375.96,32041.583623,7913.082503459806,8314.578426292332,37.42645607761238,388.38,HOLD,0
2018-05-31 05:30:00,7382.07,7699.0,7327.51,7485.01,30776.063102,7872.313693606491,8282.046331143614,39.83900950946029,380.2721428571428,HOLD,0
2018-06-01 05:30:00,7485.01,7608.55,7355.54,7521.01,28259.124078,7838.856198977302,8252.201769137982,40.65249565954891,372.5364285714286,HOLD,0
2018-06-02 05:30:00,7521.01,7697.33,7437.0,7640.03,26720.690219,7819.920370503272,8228.195033093356,43.37845293855877,370.055,HOLD,0
2018-06-03 05:30:00,7636.81,7786.69,7600.0,7714.26,27505.158951,7809.857478074389,8208.040718070088,45.072973607469635,351.59714285714284,HOLD,0
2018-06-04 05:30:00,7714.26,7760.52,7446.5,7487.0,32258.835115,7779.10914682921,8179.764611479104,41.024963674489356,353.29071428571433,HOLD,0
2018-06-05 05:30:00,7487.0,7679.49,7358.0,7625.0,31722.973384,7764.432085226428,8158.009136519139,44.29647768133971,343.03499999999997,HOLD,0
2018-06-06 05:30:00,7626.64,7699.0,7467.05,7658.84,27229.991898,7754.375696157244,8138.433876263487,45.100713147583534,316.2528571428571,HOLD,0
2018-06-07 05:30:00,7658.79,7765.0,7620.0,7691.08,25062.227202,7748.347534618459,8120.890586998253,45.90207839705819,293.4857142857143,HOLD,0
2018-06-08 05:30:00,7691.08,7703.5,7531.0,7603.44,23396.804671,7734.546817035748,8100.598407115968,44.02096332144776,281.4214285714285,HOLD,0
2018-06-09 05:30:00,7603.44,7683.98,7450.0,7491.73,19339.885176,7711.421405889487,8076.7212146800475,41.67647354176114,275.2771428571428,HOLD,0
2018-06-10 05:30:00,7491.73,7491.73,6622.81,6764.99,52342.020032,7621.2850815190595,8025.2807748886735,30.35143427254394,325.27928571428555,HOLD,0
2018-06-11 05:30:00,6765.0,6922.0,6610.0,6872.0,34552.162303,7549.924597564864,7980.0540778342165,33.228627560116905,320.4949999999999,HOLD,0
2018-06-12 05:30:00,6872.0,6890.51,6435.0,6530.0,36722.211191,7452.788921606305,7923.189212036797,29.09224646501245,316.8135714285713,HOLD,0
2018-06-13 05:30:00,6530.0,6627.6,6118.68,6292.78,46185.5181,7342.311881453323,7859.251595878492,26.61721548191322,331.12928571428563,HOLD,0
2018-06-14 05:30:00,6292.78,6720.0,6260.0,6635.98,44478.130837,7275.042178457768,7811.2801607460015,35.205775222420286,337.4514285714285,HOLD,0
2018-06-15 05:30:00,6638.67,6666.66,6362.31,6388.9,30018.329905,7190.647685271314,7755.5005465991,32.276948861246936,341.1185714285713,HOLD,0
2018-06-16 05:30:00,6380.01,6560.0,6320.86,6483.98,22277.241147,7123.34600095976,7705.6369957520765,34.53395168998311,339.6049999999999,HOLD,0
2018-06-17 05:30:00,6482.5,6589.03,6422.0,6449.61,19847.247688,7059.180667535021,7656.381035134348,34.09164994773347,338.2007142857142,HOLD,0
2018-06-18 05:30:00,6444.06,6794.38,6380.0,6712.46,31821.434995,7026.159651579304,7619.364523952609,40.38053399497934,345.3692857142856,HOLD,0
2018-06-19 05:30:00,6711.39,6841.74,6653.0,6741.21,24311.421143,6999.021589524133,7584.927091640742,41.043180249495926,335.88714285714275,HOLD,0
2018-06-20 05:30:00,6740.0,6817.23,6551.81,6761.51,26359.752452,6976.4014381408815,7552.63622530189,41.53728103854736,338.277857142857,HOLD,0
2018-06-21 05:30:00,6763.21,6795.0,6672.57,6718.84,25428.854048,6951.87177736556,7519.93833411358,40.763943698869525,336.66571428571416,HOLD,0
2018-06-22 05:30:00,6717.69,6733.97,5918.94,6045.0,52157.370833,6865.503036664078,7462.097615128734,30.960859172734374,382.5607142857142,HOLD,0
2018-06-23 05:30:00,6045.92,6260.0,6008.48,6149.98,26622.788589,6797.357985553213,7410.642022378588,33.63841046033119,383.8135714285714,HOLD,0
2018-06-24 05:30:00,6149.98,6259.8,5750.0,6136.97,47445.998955,6734.463891691003,7360.694099932369,33.46519319879931,358.1621428571429,HOLD,0
2018-06-25 05:30:00,6137.95,6350.0,6061.97,6252.0,39164.515306,6688.514949625193,7317.215899935021,36.57500871152195,356.45,HOLD,0
2018-06-26 05:30:00,6252.0,6272.54,6035.0,6070.78,19377.240484,6629.683049660889,7268.336060721884,33.88775762378114,340.8807142857143,HOLD,0
2018-06-27 05:30:00,6065.89,6190.43,5971.0,6133.73,19225.671098,6582.449425883661,7223.841705399457,35.65625506177115,320.20285714285717,HOLD,0
2018-06-28 05:30:00,6134.73,6173.01,5827.0,5853.98,30585.266026,6513.071385323313,7170.121638521047,31.609563613166813,312.0607142857143,HOLD,0
2018-06-29 05:30:00,5851.01,6300.0,5780.0,6197.92,33911.287278,6483.056967673474,7131.996084069242,40.54382412214702,327.4642857142858,HOLD,0
