datetime,open,high,low,close,volume,MACD,SIGNAL,RSI_14,ATR,trade_type,signals
2018-01-30 05:30:00,11250.11,11308.42,9900.0,10237.51,25554.372946,-727.8720769989905,-680.158863133618,36.59424103883986,1406.8935714285715,HOLD,0
2018-01-31 05:30:00,10230.0,10425.85,9700.0,10285.1,18015.956805,-764.3165353213935,-696.9903975711732,37.00724647644792,1269.9507142857144,HOLD,0
2018-02-01 05:30:00,10285.1,10335.0,8750.99,9224.52,33564.764311,-868.7643982768786,-731.3451977123143,32.00408130219782,1279.9878571428574,HOLD,0
2018-02-02 05:30:00,9224.52,9250.0,8010.02,8873.03,49971.626975,-968.7354088741777,-778.8232399446871,30.530913911671064,1266.0578571428573,HOLD,0
2018-02-03 05:30:00,8873.03,9473.01,8229.0,9199.96,28725.000735,-1009.9406689276257,-825.0467257412749,33.59279565609384,1234.4478571428574,HOLD,0
2018-02-04 05:30:00,9199.96,9368.0,7930.0,8184.81,32014.308449,-1111.6953237395555,-882.3764453409311,29.277669824012506,1206.095,HOLD,0
2018-02-05 05:30:00,8179.99,8382.8,6625.0,6939.99,63403.182579,-1278.0506194042937,-961.5112801536037,25.031517940495277,1186.93,HOLD,0
2018-02-06 05:30:00,6939.63,7878.0,6000.01,7652.14,100201.500307,-1337.0115989774713,-1036.6113439183773,31.180719756456725,1214.3578571428573,HOLD,0
2018-02-07 05:30:00,7655.02,8476.0,7150.01,7599.0,60778.460497,-1372.2085875436078,-1103.7307926434235,30.976542330995457,1232.6085714285714,HOLD,0
2018-02-08 05:30:00,7599.0,7844.0,7572.09,7784.02,1521.537318,-1369.3874408356678,-1156.8621222818724,32.630657357958384,1191.7564285714286,HOLD,0
2018-02-09 05:30:00,7789.9,8738.0,7789.9,8683.92,20482.910825,-1279.7846912401528,-1181.4466360735285,40.14405764522401,1164.7657142857142,HOLD,0
2018-02-10 05:30:00,8683.93,9065.78,8120.0,8533.98,49381.512653,-1206.9596915144339,-1186.5492471617097,39.35647106855812,1174.6564285714287,HOLD,0
2018-02-11 05:30:00,8533.99,8549.0,7726.53,8063.88,45025.187952,-1173.6493960995322,-1183.9692769492742,36.91138153569919,1173.69,LONG,1
2018-02-12 05:30:00,8063.82,8989.0,8053.0,8903.0,41987.85049,-1067.2383168303131,-1160.623084925482,43.64196844983987,1180.8707142857143,HOLD,0
2018-02-13 05:30:00,8903.0,8950.0,8351.0,8539.9,35454.972956,-1000.6707952737415,-1128.632626995134,41.57505808024282,1123.055,HOLD,0
2018-02-14 05:30:00,8535.17,9489.6,8533.0,9449.99,40811.952867,-864.5133263017979,-1075.8087668564667,48.19740064302333,1139.537142857143,HOLD,0
2018-02-15 05:30:00,9449.98,10219.5,9301.5,10000.09,52427.596715,-704.1026218217648,-1001.4675378495264,51.75691241855175,1091.965,HOLD,0
2018-02-16 05:30:00,10000.89,10323.37,9666.0,10159.98,38161.205974,-557.6460001143678,-912.7032303024946,52.772684982169096,1050.3500000000001,HOLD,0
2018-02-17 05:30:00,10156.07,11075.07,10050.0,11039.55,41882.108407,-366.38071529957597,-803.438727301911,58.01034686634816,1034.7114285714285,HOLD,0
2018-02-18 05:30:00,11039.55,11274.0,10080.0,10383.43,61137.380728,-264.6937746008134,-695.6897367616914,53.264842250760935,1017.2828571428571,HOLD,0
2018-02-19 05:30:00,10375.01,11250.0,10270.33,11153.0,40831.417131,-120.61786636559009,-580.6753626824711,57.641723422505486,961.702142857143,HOLD,0
2018-02-20 05:30:00,11147.11,11786.01,11100.59,11200.99,48153.354288,-2.5350565930875746,-465.04730146459445,57.90646596558611,876.5185714285716,HOLD,0
2018-02-21 05:30:00,11195.07,11304.03,10200.0,10437.6,68113.818754,29.11164686506163,-366.2155117986633,52.3060791876922,860.6642857142859,HOLD,0
2018-02-22 05:30:00,10439.02,10933.44,9679.0,9811.04,67060.166483,3.5923216899354884,-292.25394510094355,48.186811339343464,930.8450000000001,HOLD,0
2018-02-23 05:30:00,9815.55,10435.0,9570.19,10131.04,57202.70237,9.084675792728376,-231.98622092220918,50.33793147683318,924.4757142857145,HOLD,0
2018-02-24 05:30:00,10131.04,10496.97,9352.0,9694.51,40888.156299,-21.538632825227978,-189.89670330281294,47.44421227275763,938.7035714285715,HOLD,0
2018-02-25 05:30:00,9694.51,9847.0,9274.8,9590.0,28373.517586,-53.622779089149844,-162.64191846008035,46.75129230403062,920.827142857143,HOLD,0
2018-02-26 05:30:00,9590.0,10444.32,9350.0,10324.0,34878.292756,-19.596138366136074,-134.0327624412915,52.04825757016471,932.1357142857144,HOLD,0
2018-02-27 05:30:00,10321.0,10870.0,10121.0,10569.04,30705.385123,26.83357887686543,-101.85949417766014,53.70397920848099,942.8500000000001,HOLD,0
2018-02-28 05:30:00,10584.33,11098.0,10300.0,10326.76,30800.983782,43.57716271253048,-72.77216279962202,51.7995104549084,931.5214285714288,HOLD,0
2018-03-01 05:30:00,10325.64,11060.41,10240.0,10920.0,25092.55393,103.522737937481,-37.51318265220142,55.921368517411466,924.5507142857144,HOLD,0
2018-03-02 05:30:00,10923.36,11200.0,10770.0,11039.0,23910.71009,158.80177564435144,1.7498090071091497,56.72087370644853,908.3100000000001,HOLD,0
2018-03-03 05:30:00,11038.99,11544.0,11015.01,11464.48,21287.15328,234.24328067800343,48.248503341288014,59.54620467455042,872.8757142857141,HOLD,0
2018-03-04 05:30:00,11464.47,11565.0,11050.02,11515.0,17295.918653,294.7105193148727,97.54090653600497,59.881099733008405,824.3742857142855,HOLD,0
2018-03-05 05:30:00,11515.0,11710.0,11415.01,11454.0,15144.231063,333.8605151777774,144.80482826435946,59.24336457770851,775.4685714285715,HOLD,0
2018-03-06 05:30:00,11455.0,11455.0,10555.48,10716.48,29515.572363,301.8954063503934,176.22294388156624,52.028611431513376,790.7614285714286,HOLD,0
2018-03-07 05:30:00,10716.48,10899.0,9389.31,9910.0,50647.67108,209.07652728221,182.793660561695,45.50293344505001,819.7371428571429,HOLD,0
2018-03-08 05:30:00,9910.0,10099.0,9060.0,9271.64,41109.473226,83.04923995207173,162.84477643977036,41.10787020564217,804.3485714285713,REVERSE_LONG_TO_SHORT,-2
2018-03-09 05:30:00,9267.07,9410.0,8329.0,9227.0,64112.291407,-20.197543454187326,126.23631246097884,40.81101387122749,819.7907142857142,HOLD,0
2018-03-10 05:30:00,9230.0,9490.0,8667.07,8770.22,37180.012857,-137.29701713767645,73.52964654124779,37.80277317689145,796.7878571428571,HOLD,0
2018-03-11 05:30:00,8770.22,9740.0,8450.0,9533.57,44325.973386,-166.5829635604914,25.50712452089995,45.087417910807915,848.0592857142856,HOLD,0
2018-03-12 05:30:00,9533.57,9888.88,8780.0,9131.34,42230.77793,-219.7161356745437,-23.537527518188778,42.27757005198363,849.0992857142857,HOLD,0
2018-03-13 05:30:00,9131.34,9474.0,8823.0,9150.0,40191.409358,-257.3522547305729,-70.3004729606656,42.456731198640185,842.0992857142857,HOLD,0
2018-03-14 05:30:00,9151.92,9333.78,7900.28,8170.0,49708.094108,-362.0830915439219,-128.65699667731687,36.11651354184749,887.4921428571428,HOLD,0
2018-03-15 05:30:00,8184.01,8430.0,7650.0,8240.98,52291.022277,-434.34864071057564,-189.79532548396864,36.85206216775899,884.6057142857143,HOLD,0
2018-03-16 05:30:00,8240.98,8611.64,7900.0,8260.0,38815.409893,-484.4998414455822,-248.73622867629138,37.0611845629514,904.722857142857,HOLD,0
2018-03-17 05:30:00,8260.0,8348.62,7721.99,7824.8,33110.206329,-552.9875361360228,-309.5864901682377,34.26506350498855,911.697142857143,HOLD,0
2018-03-18 05:30:00,7824.01,8317.4,7322.0,8189.99,59488.231711,-571.2121683164405,-361.9116257978783,38.46075467155728,946.0128571428573,HOLD,0
2018-03-19 05:30:00,8189.0,8705.23,8088.4,8600.0,55297.084942,-546.2738354855264,-398.7840677354079,42.86969352145811,969.0014285714287,HOLD,0
2018-03-20 05:30:00,8595.01,9050.0,8280.0,8909.98,44865.105835,-495.782163489961,-418.1836868863186,46.01853285264345,959.75,HOLD,0
2018-03-21 05:30:00,8909.96,9177.01,8750.6,8885.0,39972.405371,-452.56592858186923,-425.0601352254288,45.79946040911196,882.3728571428572,HOLD,0
2018-03-22 05:30:00,8884.82,9100.0,8465.1,8722.9,40617.556809,-426.4806627298676,-425.34424072631657,44.32484925270589,853.5085714285715,HOLD,0
2018-03-23 05:30:00,8720.0,8909.0,8269.0,8898.03,39991.007666,-387.2128258061639,-417.71795774228605,46.335186835835124,822.0085714285714,REVERSE_SHORT_TO_LONG,2
2018-03-24 05:30:00,8898.04,8999.95,8491.0,8546.86,35466.609572,-380.04830598495937,-410.18402739082075,42.983589664703814,799.5814285714285,HOLD,0
2018-03-25 05:30:00,8531.25,8669.85,8365.77,8470.15,29001.769316,-376.2233596180886,-403.39189383627433,42.264413961649296,729.1585714285713,HOLD,0
2018-03-26 05:30:00,8470.14,8514.89,7831.0,8134.23,44033.59566,-395.7361981099366,-401.86075469100683,39.17345813297579,698.8021428571428,HOLD,0
2018-03-27 05:30:00,8134.22,8215.94,7730.0,7795.51,37427.64805,-433.5346191720964,-408.1955275872248,36.29134715556568,687.0121428571429,REVERSE_LONG_TO_SHORT,-2
2018-03-28 05:30:00,7795.51,8109.0,7728.0,7949.3,26401.33167,-445.94005311912224,-415.74443269360427,38.503627822083146,611.8335714285714,HOLD,0
2018-03-29 05:30:00,7949.3,7975.0,6941.11,7090.14,54620.915125,-519.1144523298208,-436.4184366208476,31.849703822872684,629.9685714285715,HOLD,0
2018-03-30 05:30:00,7090.16,7292.43,6600.1,6840.23,65306.031976,-590.4648283230481,-467.22771496128775,30.214092857586564,628.5892857142857,HOLD,0
2018-03-31 05:30:00,6840.24,7223.36,6777.0,6923.91,36868.539087,-632.9618485077926,-500.37454167058877,31.482901990938316,615.7128571428572,HOLD,0
2018-04-01 05:30:00,6922.0,7049.98,6430.0,6813.01,44071.430463,-667.8907179003108,-533.8777769165332,30.686610550124087,588.8971428571429,HOLD,0
2018-04-02 05:30:00,6813.01,7125.0,6765.0,7056.0,32123.560072,-668.2615333172362,-560.7545281966738,34.590348559876176,570.5521428571428,HOLD,0
2018-04-03 05:30:00,7063.97,7520.0,7011.01,7405.21,37787.331811,-633.0793341901299,-575.2194893953651,39.83470866348426,551.9085714285713,HOLD,0
2018-04-04 05:30:00,7405.21,7427.52,6707.0,6796.1,42227.183804,-646.8903253675817,-589.5536565898085,34.620611230356815,572.9164285714286,HOLD,0
2018-04-05 05:30:00,6796.1,6902.0,6566.69,6770.76,39029.73146,-652.3603574824783,-602.1149967683425,34.41877068252158,551.5171428571429,HOLD,0
2018-04-06 05:30:00,6770.0,6850.0,6500.0,6601.39,27455.01192,-662.7226862621546,-614.2365346671049,33.032556211597864,530.8028571428572,HOLD,0
2018-04-07 05:30:00,6601.39,7070.0,6586.28,6895.8,32269.578267,-639.80322663071,-619.349873059826,37.727517400286295,529.0007142857143,HOLD,0
2018-04-08 05:30:00,6895.81,7109.13,6880.0,7018.0,21427.673165,-604.8070320290853,-616.4413048536779,39.619716216847316,523.6471428571429,REVERSE_SHORT_TO_LONG,2
2018-04-09 05:30:00,7011.04,7185.0,6611.0,6782.72,34078.297206,-589.26474814429,-611.0059935118004,37.27145999974838,515.7978571428572,HOLD,0
2018-04-10 05:30:00,6781.55,6890.0,6656.0,6843.9,22326.728095,-565.49202147507,-601.9031991044544,38.29560016153874,497.8021428571429,HOLD,0
2018-04-11 05:30:00,6839.56,6990.0,6787.0,6953.79,23997.871177,-531.656158455311,-587.8537909746258,40.18463665173553,485.08785714285716,HOLD,0
2018-04-12 05:30:00,6953.78,8012.23,6743.2,7923.0,64861.595987,-421.77192208991164,-554.637417197683,53.65961914959487,501.88357142857143,HOLD,0
2018-04-13 05:30:00,7922.99,8233.39,7732.0,7877.41,55044.523148,-334.5105753980479,-510.61204883775605,53.054178676948666,488.24499999999995,HOLD,0
2018-04-14 05:30:00,7877.48,8186.0,7810.0,7999.01,31621.286357,-252.63105220188027,-459.01584951058095,54.52790714436696,483.2192857142857,HOLD,0
2018-04-15 05:30:00,8004.0,8429.54,7999.02,8355.0,27946.720444,-157.20337958719756,-398.6533555259043,58.6230401872185,469.68714285714293,HOLD,0
2018-04-16 05:30:00,8355.07,8419.0,7867.0,8064.92,36664.069715,-103.78690241515596,-339.68006490375467,54.32942743325508,483.40142857142865,HOLD,0
2018-04-17 05:30:00,8064.92,8173.7,7825.4,7885.02,32152.603567,-75.10462654059211,-286.76497723112215,51.795775596823745,471.9235714285715,HOLD,0
2018-04-18 05:30:00,7890.96,8236.43,7868.0,8173.0,26969.04457,-28.804101265186546,-235.17280203793504,55.38276663787233,446.7742857142858,HOLD,0
2018-04-19 05:30:00,8173.99,8296.0,8080.0,8278.0,27113.847464,16.175559292641083,-184.9031297718198,56.649402939871386,438.2521428571429,HOLD,0
2018-04-20 05:30:00,8273.84,8930.0,8177.09,8856.98,39795.337485,97.41813597706278,-128.4388766220433,62.903211149079674,467.0314285714286,HOLD,0
2018-04-21 05:30:00,8852.12,9035.0,8565.0,8915.31,40872.229909,164.61265462181382,-69.82857037327187,63.47489256542747,466.0514285714286,HOLD,0
2018-04-22 05:30:00,8915.31,9020.67,8727.68,8787.02,29458.25348,205.1480449603314,-14.833247306551222,61.23959384014768,470.61285714285714,HOLD,0
2018-04-23 05:30:00,8785.7,8985.0,8745.0,8934.01,25838.114709,246.29437021175727,37.392276197110476,62.8536883565855,446.7557142857143,HOLD,0
2018-04-24 05:30:00,8934.0,9731.01,8922.0,9619.99,46268.790106,330.4467974576128,96.00318044921094,69.28255086745824,487.82785714285717,HOLD,0
2018-04-25 05:30:00,9618.96,9759.82,8730.0,8869.99,81110.037589,332.7833510267865,143.35921456472607,57.55435693465085,546.8864285714286,HOLD,0
2018-04-26 05:30:00,8869.99,9307.48,8651.62,9266.0,43300.304245,362.41212261486544,187.16979617475397,61.28133797503797,503.08857142857136,HOLD,0
2018-04-27 05:30:00,9267.03,9395.0,8889.0,8915.35,37241.347036,353.52341519680886,220.44051997916495,56.54673090783999,503.4178571428571,HOLD,0
2018-04-28 05:30:00,8915.35,9427.48,8870.0,9348.0,34759.62842,377.0439616334097,251.76120831001393,60.59233985003605,516.3807142857142,HOLD,0
2018-04-29 05:30:00,9348.0,9570.51,9163.74,9419.0,38149.850035,396.83876056085137,280.77671876018144,61.230251817535176,514.6835714285713,HOLD,0
2018-04-30 05:30:00,9417.04,9458.64,9124.99,9246.01,35002.033875,394.02535504177104,303.42644601649937,58.73549583214846,499.08714285714274,HOLD,0
2018-05-01 05:30:00,9246.01,9248.99,8800.49,9071.48,41018.463633,373.40818142947865,317.4227930990952,56.24558255857066,506.2442857142856,HOLD,0
2018-05-02 05:30:00,9071.48,9268.0,8970.2,9247.84,26123.543961,367.0683652782027,327.3519075349167,58.17503403980205,501.1992857142855,HOLD,0
2018-05-03 05:30:00,9247.81,9844.0,9168.4,9750.0,38768.388288,397.97650515651003,341.4768270592354,63.15692820752135,534.027857142857,HOLD,0
2018-05-04 05:30:00,9750.0,9830.04,9520.85,9713.99,28681.588879,414.784346882745,356.1383310239373,62.58126440271642,502.3335714285713,HOLD,0
2018-05-05 05:30:00,9714.0,10020.0,9682.0,9864.0,24990.018345,435.1926063903902,371.94918609722794,64.05125134034228,492.90499999999986,HOLD,0
2018-05-06 05:30:00,9863.99,9970.0,9417.03,9659.01,27690.351559,429.87004496315603,383.5333578704136,60.55066775532224,511.47499999999985,HOLD,0
2018-05-07 05:30:00,9661.02,9689.67,9181.0,9365.0,33787.640012,397.34735387386354,386.29615707110366,55.83709956676724,530.6657142857141,HOLD,0
2018-05-08 05:30:00,9365.0,9475.7,9060.54,9187.56,25533.831889,353.1836801842601,379.67366169373497,53.14808833944568,502.53357142857124,REVERSE_LONG_TO_SHORT,-2
2018-05-09 05:30:00,9178.0,9390.0,8965.0,9310.0,25673.524899,324.32491954215766,368.60391326341954,54.7668505863289,459.3321428571427,HOLD,0
2018-05-10 05:30:00,9310.0,9395.12,8970.0,9002.2,25055.063718,273.4649228049875,349.57611517173314,50.08227966409868,442.8507142857143,HOLD,0
2018-05-11 05:30:00,9002.21,9016.8,8341.0,8400.0,48227.048061,182.46219119831403,316.1533303770493,42.43461052656558,454.97928571428565,HOLD,0
2018-05-12 05:30:00,8405.94,8646.88,8153.0,8465.94,40241.32081,114.34458448427358,275.79158119849416,43.4528469341765,450.4364285714285,HOLD,0
2018-05-13 05:30:00,8475.44,8763.36,8298.0,8679.71,25632.869362,76.72589450051964,235.97844385889925,46.74178915903017,454.6214285714285,HOLD,0
2018-05-14 05:30:00,8679.71,8879.99,8277.0,8663.34,37389.666533,45.07232377819673,197.79721984275878,46.518658479916866,473.85999999999996,HOLD,0
2018-05-15 05:30:00,8663.37,8859.99,8401.3,8462.0,28126.956136,3.6975623999896925,158.97728835420497,43.75222538768692,474.5878571428571,HOLD,0
2018-05-16 05:30:00,8462.0,8488.0,8083.01,8330.0,31130.718908,-39.29061318008826,119.32370804734633,41.9891977656646,482.2442857142857,HOLD,0
2018-05-17 05:30:00,8330.0,8464.0,7979.0,8041.46,25439.844799,-95.54048734476419,76.35086896892423,38.35125908014101,468.63,HOLD,0
2018-05-18 05:30:00,8038.82,8273.21,7911.9,8239.81,23476.158251,-122.69932907099428,36.540829360940535,42.06707438810027,472.35285714285703,HOLD,0
2018-05-19 05:30:00,8238.01,8390.8,8095.73,8233.49,17193.424276,-143.08350046253145,0.615963396246137,41.98024945046538,469.2864285714285,HOLD,0
2018-05-20 05:30:00,8233.49,8609.0,8163.9,8526.98,19957.057109,-134.0111162198591,-26.309452526974916,47.408712510157194,461.58142857142855,HOLD,0
2018-05-21 05:30:00,8526.97,8595.31,8305.0,8381.24,21516.596486,-137.00191356568757,-48.44794473471745,45.14966332813422,445.98428571428565,HOLD,0
2018-05-22 05:30:00,8386.89,8400.18,7935.11,7977.11,23710.902858,-170.02214608944814,-72.7627850056636,39.525341483689694,449.5492857142857,HOLD,0
2018-05-23 05:30:00,7977.12,8031.9,7425.0,7501.95,42910.666774,-231.859625746647,-104.58215315386028,34.140327905969315,462.5421428571428,HOLD,0
2018-05-24 05:30:00,7501.95,7730.73,7266.99,7575.01,37845.446595,-271.8373704838059,-138.0331966198494,35.59333083376258,465.30071428571415,HOLD,0
2018-05-25 05:30:00,7578.99,7649.55,7308.15,7457.0,26739.95664,-309.47500672535443,-172.32155864095043,34.27785058271019,441.41499999999996,HOLD,0
2018-05-26 05:30:00,7456.99,7620.0,7300.0,7333.96,19464.086071,-345.2515592596128,-206.9075587646829,32.912063475809234,428.995,HOLD,0
2018-05-27 05:30:00,7334.0,7400.0,7231.11,7338.99,18706.945515,-368.94587752138705,-239.31522251602374,33.02954215125861,407.81857142857143,HOLD,0
2018-05-28 05:30:00,7338.99,7437.0,7058.02,7099.0,27219.438963,-402.4497920852118,-271.94213642986136,30.303012320759663,391.8178571428571,HOLD,0
2018-05-29 05:30:00,7099.0,7540.0,7032.95,7461.29,39407.21183,-395.21234860005643,-296.5961788639004,38.54970074685543,395.2721428571428,HOLD,0
2018-05-30 05:30:00,7467.98,7569.0,7260.5,7375.96,32041.583623,-391.84509403362335,-315.645961897845,37.42645607761238,388.38,HOLD,0
2018-05-31 05:30:00,7382.07,7699.0,7327.51,7485.01,30776.063102,-376.04231516780237,-327.7252325518365,39.83900950946029,380.2721428571428,HOLD,0
2018-06-01 05:30:00,7485.01,7608.55,7355.54,7521.01,28259.124078,-356.5040432339774,-333.4809946882647,40.65249565954891,372.5364285714286,HOLD,0
2018-06-02 05:30:00,7521.01,7697.33,7437.0,7640.03,26720.690219,-327.63908324897056,-332.3126124004059,43.37845293855877,370.055,REVERSE_SHORT_TO_LONG,2
2018-06-03 05:30:00,7636.81,7786.69,7600.0,7714.26,27505.158951,-295.36882590175355,-324.92385510067544,45.072973607469635,351.59714285714284,HOLD,0
2018-06-04 05:30:00,7714.26,7760.52,7446.5,7487.0,32258.835115,-284.84883708667803,-316.90885149787596,41.024963674489356,353.29071428571433,HOLD,0
2018-06-05 05:30:00,7487.0,7679.49,7358.0,7625.0,31722.973384,-262.3519930055036,-305.9974797994015,44.29647768133971,343.03499999999997,HOLD,0
2018-06-06 05:30:00,7626.64,7699.0,7467.05,7658.84,27229.991898,-239.03700698172906,-292.605385235867,45.100713147583534,316.2528571428571,HOLD,0
2018-06-07 05:30:00,7658.79,7765.0,7620.0,7691.08,25062.227202,-215.47435973254142,-277.17918013520193,45.90207839705819,293.4857142857143,HOLD,0
2018-06-08 05:30:00,7691.08,7703.5,7531.0,7603.44,23396.804671,-201.54927303038494,-262.05319871423853,44.02096332144776,281.4214285714285,HOLD,0
2018-06-09 05:30:00,7603.44,7683.98,7450.0,7491.73,19339.885176,-197.25378603547142,-249.0933161784851,41.67647354176114,275.2771428571428,HOLD,0
2018-06-10 05:30:00,7491.73,7491.73,6622.81,6764.99,52342.020032,-249.61403085671554,-249.19745911413122,30.35143427254394,325.27928571428555,REVERSE_LONG_TO_SHORT,-2
2018-06-11 05:30:00,6765.0,6922.0,6610.0,6872.0,34552.162303,-279.25600009436675,-255.20916731017834,33.228627560116905,320.4949999999999,HOLD,0
2018-06-12 05:30:00,6872.0,6890.51,6435.0,6530.0,36722.211191,-326.57941188917175,-269.483216225977,29.09224646501245,316.8135714285713,HOLD,0
2018-06-13 05:30:00,6530.0,6627.6,6118.68,6292.78,46185.5181,-378.85798908579545,-291.3581707979407,26.61721548191322,331.12928571428563,HOLD,0
2018-06-14 05:30:00,6292.78,6720.0,6260.0,6635.98,44478.130837,-388.12174057504944,-310.7108847533625,35.205775222420286,337.4514285714285,HOLD,0
2018-06-15 05:30:00,6638.67,6666.66,6362.31,6388.9,30018.329905,-410.66671122246953,-330.70205004718395,32.276948861246936,341.1185714285713,HOLD,0
2018-06-16 05:30:00,6380.01,6560.0,6320.86,6483.98,22277.241147,-416.0654578981121,-347.7747316173696,34.53395168998311,339.6049999999999,HOLD,0
2018-06-17 05:30:00,6482.5,6589.03,6422.0,6449.61,19847.247688,-418.2955248616727,-361.8788902662302,34.09164994773347,338.2007142857142,HOLD,0
2018-06-18 05:30:00,6444.06,6794.38,6380.0,6712.46,31821.434995,-394.30773658683484,-368.3646595303511,40.38053399497934,345.3692857142856,HOLD,0
2018-06-19 05:30:00,6711.39,6841.74,6653.0,6741.21,24311.421143,-368.7269026212298,-368.4371081485268,41.043180249495926,335.88714285714275,HOLD,0
2018-06-20 05:30:00,6740.0,6817.23,6551.81,6761.51,26359.752452,-342.86354948440294,-363.3223964157021,41.53728103854736,338.277857142857,REVERSE_SHORT_TO_LONG,2
2018-06-21 05:30:00,6763.21,6795.0,6672.57,6718.84,25428.854048,-322.09683634888916,-355.0772844023395,40.763943698869525,336.66571428571416,HOLD,0
2018-06-22 05:30:00,6717.69,6733.97,5918.94,6045.0,52157.370833,-355.9096185207927,-355.2437512260302,30.960859172734374,382.5607142857142,REVERSE_LONG_TO_SHORT,-2
2018-06-23 05:30:00,6045.92,6260.0,6008.48,6149.98,26622.788589,-369.97069152133554,-358.1891392850913,33.63841046033119,383.8135714285714,HOLD,0
2018-06-24 05:30:00,6149.98,6259.8,5750.0,6136.97,47445.998955,-377.80884624801365,-362.1130806776758,33.46519319879931,358.1621428571429,HOLD,0
